Timestamp;S1;S2;S3;S4
2021-01-01T15:45:00.000000+01:00;562;17340;82;54
2021-01-01T16:00:00.000000+01:00;667;23870;82;58
2021-01-01T16:15:00.000000+01:00;661;24920;82;59
2021-01-01T16:30:00.000000+01:00;334;12260;82;58
2021-01-01T16:45:00.000000+01:00;296;12170;81;60
2021-01-01T17:00:00.000000+01:00;346;12680;82;58
2021-01-01T17:15:00.000000+01:00;791;24680;82;54
2021-01-01T17:30:00.000000+01:00;347;12770;81;57
2021-01-01T17:45:00.000000+01:00;335;12570;82;58
2021-01-01T18:00:00.000000+01:00;625;19730;82;54
2021-01-01T18:15:00.000000+01:00;332;12680;82;59
2021-01-01T18:30:00.000000+01:00;607;23180;82;59
2021-01-01T18:45:00.000000+01:00;727;21580;82;53
2021-01-01T19:00:00.000000+01:00;333;11970;82;58
2021-01-01T19:15:00.000000+01:00;354;12520;82;57
2021-01-01T19:30:00.000000+01:00;400;12070;81;52
2021-01-01T19:45:00.000000+01:00;693;21950;82;55
2021-01-01T20:00:00.000000+01:00;500;19400;82;60
2021-01-01T20:15:00.000000+01:00;547;19890;82;58
2021-01-01T20:30:00.000000+01:00;668;22610;82;56
2021-01-01T20:45:00.000000+01:00;516;18380;83;58
2021-01-01T21:00:00.000000+01:00;655;21820;83;56
2021-01-01T21:15:00.000000+01:00;670;23480;82;57
2021-01-01T21:30:00.000000+01:00;477;19750;82;61
2021-01-01T21:45:00.000000+01:00;339;12550;82;58
2021-01-01T22:00:00.000000+01:00;268;9440;81;56
2021-01-01T22:15:00.000000+01:00;648;20590;82;55
2021-01-01T22:30:00.000000+01:00;338;12050;82;58
2021-01-01T22:45:00.000000+01:00;534;20030;82;58
2021-01-01T23:00:00.000000+01:00;441;13090;81;52
2021-01-01T23:15:00.000000+01:00;726;23620;83;56
2021-01-01T23:30:00.000000+01:00;462;16630;82;58
2021-01-01T23:45:00.000000+01:00;372;12390;82;56
2021-01-02T00:00:00.000000+01:00;455;12440;82;50
2021-01-02T00:15:00.000000+01:00;352;12020;82;57
2021-01-02T00:30:00.000000+01:00;484;15500;82;55
2021-01-02T00:45:00.000000+01:00;423;12940;83;54
2021-01-02T01:00:00.000000+01:00;322;8770;82;50
2021-01-02T01:15:00.000000+01:00;429;12770;82;52
2021-01-02T01:30:00.000000+01:00;362;12630;82;57
2021-01-02T01:45:00.000000+01:00;576;18700;82;55
2021-01-02T02:00:00.000000+01:00;758;21670;82;52
2021-01-02T02:15:00.000000+01:00;644;21360;81;55
2021-01-02T02:30:00.000000+01:00;489;18250;83;59
2021-01-02T02:45:00.000000+01:00;405;12240;82;53
2021-01-02T03:00:00.000000+01:00;370;11760;81;53
2021-01-02T03:15:00.000000+01:00;784;21850;82;51
2021-01-02T03:30:00.000000+01:00;710;20970;84;54
2021-01-02T03:45:00.000000+01:00;392;12090;82;54
2021-01-02T04:00:00.000000+01:00;618;18630;82;53
2021-01-02T04:15:00.000000+01:00;731;19530;82;49
2021-01-02T04:30:00.000000+01:00;506;17070;82;57
2021-01-02T04:45:00.000000+01:00;354;11610;80;54
2021-01-02T05:00:00.000000+01:00;528;17320;82;56
2021-01-02T05:15:00.000000+01:00;821;23640;82;52
2021-01-02T05:30:00.000000+01:00;365;12110;83;57
2021-01-02T05:45:00.000000+01:00;430;12030;83;51
2021-01-02T06:00:00.000000+01:00;778;21310;83;51
2021-01-02T06:15:00.000000+01:00;892;26420;82;53
2021-01-02T06:30:00.000000+01:00;368;19160;72;55
2021-01-02T06:45:00.000000+01:00;537;23320;75;55
2021-01-02T07:00:00.000000+01:00;685;24880;78;54
2021-01-02T07:15:00.000000+01:00;815;25850;82;55
2021-01-02T07:30:00.000000+01:00;724;22310;82;54
2021-01-02T07:45:00.000000+01:00;636;20870;81;55
2021-01-02T08:00:00.000000+01:00;779;22860;82;52
2021-01-02T08:15:00.000000+01:00;652;21590;83;56
2021-01-02T08:30:00.000000+01:00;649;19830;82;53
2021-01-02T08:45:00.000000+01:00;785;22320;82;51
2021-01-02T09:00:00.000000+01:00;329;12440;82;59
2021-01-02T09:15:00.000000+01:00;356;12620;81;57
2021-01-02T09:30:00.000000+01:00;608;18880;82;54
2021-01-02T09:45:00.000000+01:00;682;20510;83;54
2021-01-02T10:00:00.000000+01:00;297;11840;82;60
2021-01-02T10:15:00.000000+01:00;361;12500;81;56
2021-01-02T10:30:00.000000+01:00;589;18500;82;54
2021-01-02T10:45:00.000000+01:00;714;23610;82;56
2021-01-02T11:00:00.000000+01:00;452;18190;82;60
2021-01-02T11:15:00.000000+01:00;637;20180;82;54
2021-01-02T11:30:00.000000+01:00;426;16170;82;59
2021-01-02T11:45:00.000000+01:00;786;24320;82;54
2021-01-02T12:00:00.000000+01:00;574;19980;82;57
2021-01-02T12:15:00.000000+01:00;779;24050;82;54
2021-01-02T12:30:00.000000+01:00;427;22440;73;56
2021-01-02T12:45:00.000000+01:00;775;28740;77;53
2021-01-02T13:00:00.000000+01:00;662;27650;76;56
2021-01-02T13:15:00.000000+01:00;628;22830;79;55
2021-01-02T13:30:00.000000+01:00;592;19680;83;56
2021-01-02T13:45:00.000000+01:00;703;21740;82;54
2021-01-02T14:00:00.000000+01:00;533;17620;82;56
2021-01-02T14:15:00.000000+01:00;549;19230;82;57
2021-01-02T14:30:00.000000+01:00;721;23030;82;55
2021-01-02T14:45:00.000000+01:00;364;12130;82;55
2021-01-02T15:00:00.000000+01:00;609;19150;82;54
2021-01-02T15:15:00.000000+01:00;676;20460;83;54
2021-01-02T15:30:00.000000+01:00;754;22630;82;53
2021-01-02T15:45:00.000000+01:00;85;3220;81;58
2021-01-02T16:00:00.000000+01:00;876;26180;82;53
2021-01-02T16:15:00.000000+01:00;699;21170;82;53
2021-01-02T16:30:00.000000+01:00;420;21300;72;55
2021-01-02T16:45:00.000000+01:00;623;27730;76;56
2021-01-02T17:00:00.000000+01:00;637;21930;80;54
2021-01-02T17:15:00.000000+01:00;682;20670;82;54
2021-01-02T17:30:00.000000+01:00;705;23590;82;56
2021-01-02T17:45:00.000000+01:00;589;20980;82;57
2021-01-02T18:00:00.000000+01:00;278;9810;82;57
2021-01-02T18:15:00.000000+01:00;900;25590;82;51
2021-01-02T18:30:00.000000+01:00;386;13470;82;57
2021-01-02T18:45:00.000000+01:00;832;23870;82;52
2021-01-02T19:00:00.000000+01:00;591;20680;82;57
2021-01-02T19:15:00.000000+01:00;604;21480;82;58
2021-01-02T19:30:00.000000+01:00;646;20040;82;54
2021-01-02T19:45:00.000000+01:00;443;28200;69;55
2021-01-02T20:00:00.000000+01:00;585;24260;76;55
2021-01-02T20:15:00.000000+01:00;700;28040;77;55
2021-01-02T20:30:00.000000+01:00;734;27760;79;55
2021-01-02T20:45:00.000000+01:00;809;25970;82;55
2021-01-02T21:00:00.000000+01:00;693;22790;82;56
2021-01-02T21:15:00.000000+01:00;526;18960;82;58
2021-01-02T21:30:00.000000+01:00;351;13170;82;59
2021-01-02T21:45:00.000000+01:00;564;18360;82;55
2021-01-02T22:00:00.000000+01:00;744;24210;82;55
2021-01-02T22:15:00.000000+01:00;386;12550;82;55
2021-01-02T22:30:00.000000+01:00;675;22040;82;55
2021-01-02T22:45:00.000000+01:00;316;12740;81;59
2021-01-02T23:00:00.000000+01:00;636;21210;82;56
2021-01-02T23:15:00.000000+01:00;405;13030;83;56
2021-01-02T23:30:00.000000+01:00;443;16410;82;58
2021-01-02T23:45:00.000000+01:00;640;21610;82;56
2021-01-03T00:00:00.000000+01:00;584;18390;82;54
2021-01-03T00:15:00.000000+01:00;699;21460;82;54
2021-01-03T00:30:00.000000+01:00;306;12180;81;59
2021-01-03T00:45:00.000000+01:00;525;17750;82;57
2021-01-03T01:00:00.000000+01:00;771;22260;82;52
2021-01-03T01:15:00.000000+01:00;415;13960;83;57
2021-01-03T01:30:00.000000+01:00;521;18460;82;57
2021-01-03T01:45:00.000000+01:00;631;18610;82;52
2021-01-03T02:00:00.000000+01:00;744;24160;82;55
2021-01-03T02:15:00.000000+01:00;573;22460;82;60
2021-01-03T02:30:00.000000+01:00;386;12300;81;54
2021-01-03T02:45:00.000000+01:00;577;17530;83;55
2021-01-03T03:00:00.000000+01:00;641;22800;82;57
2021-01-03T03:15:00.000000+01:00;618;20660;82;56
2021-01-03T03:30:00.000000+01:00;741;21550;82;52
2021-01-03T03:45:00.000000+01:00;614;20090;82;56
2021-01-03T04:00:00.000000+01:00;715;21790;82;54
2021-01-03T04:15:00.000000+01:00;346;12630;81;57
2021-01-03T04:30:00.000000+01:00;645;19350;82;53
2021-01-03T04:45:00.000000+01:00;513;16890;81;55
2021-01-03T05:00:00.000000+01:00;787;22930;82;52
2021-01-03T05:15:00.000000+01:00;471;17370;82;58
2021-01-03T05:30:00.000000+01:00;430;13010;82;54
2021-01-03T05:45:00.000000+01:00;659;22100;82;56
2021-01-03T06:00:00.000000+01:00;364;17350;72;54
2021-01-03T06:15:00.000000+01:00;504;22400;77;57
2021-01-03T06:30:00.000000+01:00;645;23750;80;56
2021-01-03T06:45:00.000000+01:00;750;22460;82;53
2021-01-03T07:00:00.000000+01:00;637;20660;83;56
2021-01-03T07:15:00.000000+01:00;494;19320;82;60
2021-01-03T07:30:00.000000+01:00;707;23270;82;55
2021-01-03T07:45:00.000000+01:00;550;21240;82;59
2021-01-03T08:00:00.000000+01:00;417;13190;83;55
2021-01-03T08:15:00.000000+01:00;354;12390;83;58
2021-01-03T08:30:00.000000+01:00;566;19380;82;56
2021-01-03T08:45:00.000000+01:00;823;24030;82;52
2021-01-03T09:00:00.000000+01:00;487;19040;82;60
2021-01-03T09:15:00.000000+01:00;394;12700;82;55
2021-01-03T09:30:00.000000+01:00;597;19950;82;56
2021-01-03T09:45:00.000000+01:00;650;23660;82;58
2021-01-03T10:00:00.000000+01:00;323;12770;81;59
2021-01-03T10:15:00.000000+01:00;703;22610;82;55
2021-01-03T10:30:00.000000+01:00;879;27670;82;54
2021-01-03T10:45:00.000000+01:00;635;22200;83;58
2021-01-03T11:00:00.000000+01:00;571;25210;74;54
2021-01-03T11:15:00.000000+01:00;637;27480;77;57
2021-01-03T11:30:00.000000+01:00;703;27030;79;56
2021-01-03T11:45:00.000000+01:00;834;26950;82;55
2021-01-03T12:00:00.000000+01:00;630;22760;82;58
2021-01-03T12:15:00.000000+01:00;332;12960;82;60
2021-01-03T12:30:00.000000+01:00;820;26260;82;55
2021-01-03T12:45:00.000000+01:00;330;12010;82;58
2021-01-03T13:00:00.000000+01:00;324;12490;82;59
2021-01-03T13:15:00.000000+01:00;821;24560;82;53
2021-01-03T13:30:00.000000+01:00;320;12180;83;60
2021-01-03T13:45:00.000000+01:00;685;21430;82;54
2021-01-03T14:00:00.000000+01:00;526;19170;82;58
2021-01-03T14:15:00.000000+01:00;643;21480;82;56
2021-01-03T14:30:00.000000+01:00;359;12830;81;56
2021-01-03T14:45:00.000000+01:00;785;25300;82;55
2021-01-03T15:00:00.000000+01:00;325;11210;82;56
2021-01-03T15:15:00.000000+01:00;779;23500;83;54
2021-01-03T15:30:00.000000+01:00;683;21700;82;55
2021-01-03T15:45:00.000000+01:00;646;19280;82;52
2021-01-03T16:00:00.000000+01:00;278;20460;67;55
2021-01-03T16:15:00.000000+01:00;645;26550;76;55
2021-01-03T16:30:00.000000+01:00;717;25140;77;52
2021-01-03T16:45:00.000000+01:00;573;23410;78;57
2021-01-03T17:00:00.000000+01:00;650;20320;82;54
2021-01-03T17:15:00.000000+01:00;705;21830;82;54
2021-01-03T17:30:00.000000+01:00;475;17340;82;58
2021-01-03T17:45:00.000000+01:00;524;18900;82;58
2021-01-03T18:00:00.000000+01:00;915;26820;82;52
2021-01-03T18:15:00.000000+01:00;654;22620;82;57
2021-01-03T18:30:00.000000+01:00;858;24810;82;52
2021-01-03T18:45:00.000000+01:00;580;20620;82;57
2021-01-03T19:00:00.000000+01:00;596;19310;84;57
2021-01-03T19:15:00.000000+01:00;732;23020;82;54
2021-01-03T19:30:00.000000+01:00;340;12170;80;56
2021-01-03T19:45:00.000000+01:00;428;15020;82;57
2021-01-03T20:00:00.000000+01:00;760;24390;82;55
2021-01-03T20:15:00.000000+01:00;564;18390;84;57
2021-01-03T20:30:00.000000+01:00;644;21660;82;56
2021-01-03T20:45:00.000000+01:00;690;22350;82;55
2021-01-03T21:00:00.000000+01:00;319;21580;72;59
2021-01-03T21:15:00.000000+01:00;418;20210;77;58
2021-01-03T21:30:00.000000+01:00;523;20760;78;56
2021-01-03T21:45:00.000000+01:00;760;24200;81;54
2021-01-03T22:00:00.000000+01:00;348;12600;82;58
2021-01-03T22:15:00.000000+01:00;477;16440;82;56
2021-01-03T22:30:00.000000+01:00;434;12830;82;52
2021-01-03T22:45:00.000000+01:00;679;20290;82;53
2021-01-03T23:00:00.000000+01:00;565;20460;82;58
2021-01-03T23:15:00.000000+01:00;570;16590;82;52
2021-01-03T23:30:00.000000+01:00;319;12240;82;59
2021-01-03T23:45:00.000000+01:00;889;25970;82;52
2021-01-04T00:00:00.000000+01:00;393;12460;83;55
2021-01-04T00:15:00.000000+01:00;556;18590;83;57
2021-01-04T00:30:00.000000+01:00;716;23060;82;55
2021-01-04T00:45:00.000000+01:00;383;12720;81;55
2021-01-04T01:00:00.000000+01:00;432;17190;82;60
2021-01-04T01:15:00.000000+01:00;350;12550;81;57
2021-01-04T01:30:00.000000+01:00;796;24150;82;53
2021-01-04T01:45:00.000000+01:00;383;12700;82;56
2021-01-04T02:00:00.000000+01:00;680;20750;82;54
2021-01-04T02:15:00.000000+01:00;675;20660;82;54
2021-01-04T02:30:00.000000+01:00;599;21840;82;58
2021-01-04T02:45:00.000000+01:00;592;19290;82;56
2021-01-04T03:00:00.000000+01:00;382;12190;82;54
2021-01-04T03:15:00.000000+01:00;533;17860;78;52
2021-01-04T03:30:00.000000+01:00;662;19100;82;52
2021-01-04T03:45:00.000000+01:00;511;14720;82;52
2021-01-04T04:00:00.000000+01:00;360;11530;82;54
2021-01-04T04:15:00.000000+01:00;428;14850;82;57
2021-01-04T04:30:00.000000+01:00;749;23150;82;54
2021-01-04T04:45:00.000000+01:00;304;12210;81;60
2021-01-04T05:00:00.000000+01:00;302;9120;81;52
2021-01-04T05:15:00.000000+01:00;389;12680;82;55
2021-01-04T05:30:00.000000+01:00;689;23010;82;56
2021-01-04T05:45:00.000000+01:00;533;18860;83;59
2021-01-04T06:00:00.000000+01:00;595;19610;82;56
2021-01-04T06:15:00.000000+01:00;673;18770;84;53
2021-01-04T06:30:00.000000+01:00;739;24940;82;56
2021-01-04T06:45:00.000000+01:00;528;18050;82;57
2021-01-04T07:00:00.000000+01:00;659;21240;82;55
2021-01-04T07:15:00.000000+01:00;797;23910;82;53
2021-01-04T07:30:00.000000+01:00;696;21260;82;54
2021-01-04T07:45:00.000000+01:00;561;20990;82;59
2021-01-04T08:00:00.000000+01:00;711;20800;83;53
2021-01-04T08:15:00.000000+01:00;530;17870;82;56
2021-01-04T08:30:00.000000+01:00;623;21810;82;57
2021-01-04T08:45:00.000000+01:00;748;24930;82;56
2021-01-04T09:00:00.000000+01:00;445;22250;74;57
2021-01-04T09:15:00.000000+01:00;745;29210;78;55
2021-01-04T09:30:00.000000+01:00;485;20810;77;57
2021-01-04T09:45:00.000000+01:00;940;27870;82;53
2021-01-04T10:00:00.000000+01:00;779;24780;83;55
2021-01-04T10:15:00.000000+01:00;725;25610;82;57
2021-01-04T10:30:00.000000+01:00;514;20120;81;59
2021-01-04T10:45:00.000000+01:00;719;23070;82;55
2021-01-04T11:00:00.000000+01:00;607;22090;83;59
2021-01-04T11:15:00.000000+01:00;397;11860;82;53
2021-01-04T11:30:00.000000+01:00;873;26840;83;55
2021-01-04T11:45:00.000000+01:00;815;24300;83;53
2021-01-04T12:00:00.000000+01:00;503;17550;82;57
2021-01-04T12:15:00.000000+01:00;688;21260;82;54
2021-01-04T12:30:00.000000+01:00;863;27360;82;54
2021-01-04T12:45:00.000000+01:00;549;18900;82;57
2021-01-04T13:00:00.000000+01:00;594;21140;82;57
2021-01-04T13:15:00.000000+01:00;356;12390;82;57
2021-01-04T13:30:00.000000+01:00;739;22350;82;53
2021-01-04T13:45:00.000000+01:00;302;19800;72;59
2021-01-04T14:00:00.000000+01:00;491;21000;78;57
2021-01-04T14:15:00.000000+01:00;598;20610;79;54
2021-01-04T14:30:00.000000+01:00;892;26870;82;53
2021-01-04T14:45:00.000000+01:00;573;21450;82;59
2021-01-04T15:00:00.000000+01:00;542;17130;82;55
2021-01-04T15:15:00.000000+01:00;860;24690;82;52
2021-01-04T15:30:00.000000+01:00;633;19770;82;54
2021-01-04T15:45:00.000000+01:00;581;18340;82;55
2021-01-04T16:00:00.000000+01:00;460;13030;84;53
2021-01-04T16:15:00.000000+01:00;1083;28870;82;49
2021-01-04T16:30:00.000000+01:00;552;24090;73;53
2021-01-04T16:45:00.000000+01:00;552;24170;75;55
2021-01-04T17:00:00.000000+01:00;613;23420;78;55
2021-01-04T17:15:00.000000+01:00;924;26860;81;51
2021-01-04T17:30:00.000000+01:00;737;22510;83;54
2021-01-04T17:45:00.000000+01:00;394;11670;83;53
2021-01-04T18:00:00.000000+01:00;912;25260;83;51
2021-01-04T18:15:00.000000+01:00;759;24360;82;55
2021-01-04T18:30:00.000000+01:00;460;23030;73;56
2021-01-04T18:45:00.000000+01:00;601;25310;76;55
2021-01-04T19:00:00.000000+01:00;748;27590;80;56
2021-01-04T19:15:00.000000+01:00;883;26910;82;54
2021-01-04T19:30:00.000000+01:00;574;19980;82;57
2021-01-04T19:45:00.000000+01:00;753;23370;82;54
2021-01-04T20:00:00.000000+01:00;774;24060;83;54
2021-01-04T20:15:00.000000+01:00;851;26360;82;54
2021-01-04T20:30:00.000000+01:00;654;20430;82;54
2021-01-04T20:45:00.000000+01:00;346;12920;82;58
2021-01-04T21:00:00.000000+01:00;941;27110;82;52
2021-01-04T21:15:00.000000+01:00;354;21700;72;57
2021-01-04T21:30:00.000000+01:00;643;24850;77;55
2021-01-04T21:45:00.000000+01:00;705;27040;78;55
2021-01-04T22:00:00.000000+01:00;718;26960;80;57
2021-01-04T22:15:00.000000+01:00;631;23280;82;59
2021-01-04T22:30:00.000000+01:00;369;12800;82;57
2021-01-04T22:45:00.000000+01:00;708;23250;82;55
2021-01-04T23:00:00.000000+01:00;514;18720;82;58
2021-01-04T23:15:00.000000+01:00;700;22510;82;55
2021-01-04T23:30:00.000000+01:00;733;22220;82;54
2021-01-04T23:45:00.000000+01:00;918;27200;82;53
2021-01-05T00:00:00.000000+01:00;418;20450;75;57
2021-01-05T00:15:00.000000+01:00;584;21210;77;53
2021-01-05T00:30:00.000000+01:00;872;27330;82;54
2021-01-05T00:45:00.000000+01:00;577;20210;82;57
2021-01-05T01:00:00.000000+01:00;617;20610;82;56
2021-01-05T01:15:00.000000+01:00;393;11410;82;52
2021-01-05T01:30:00.000000+01:00;703;22230;82;55
2021-01-05T01:45:00.000000+01:00;328;12390;82;58
2021-01-05T02:00:00.000000+01:00;557;21690;82;60
2021-01-05T02:15:00.000000+01:00;402;12660;82;54
2021-01-05T02:30:00.000000+01:00;770;22560;82;52
2021-01-05T02:45:00.000000+01:00;327;12620;82;59
2021-01-05T03:00:00.000000+01:00;633;19500;82;54
2021-01-05T03:15:00.000000+01:00;492;18030;82;58
2021-01-05T03:30:00.000000+01:00;674;22220;82;56
2021-01-05T03:45:00.000000+01:00;601;21120;82;58
2021-01-05T04:00:00.000000+01:00;579;17900;83;55
2021-01-05T04:15:00.000000+01:00;365;12110;81;54
2021-01-05T04:30:00.000000+01:00;692;25140;82;58
2021-01-05T04:45:00.000000+01:00;325;12200;81;58
2021-01-05T05:00:00.000000+01:00;554;20240;82;58
2021-01-05T05:15:00.000000+01:00;355;12380;83;58
2021-01-05T05:30:00.000000+01:00;696;24410;82;57
2021-01-05T05:45:00.000000+01:00;629;21260;82;57
2021-01-05T06:00:00.000000+01:00;402;14270;82;58
2021-01-05T06:15:00.000000+01:00;686;21090;82;54
2021-01-05T06:30:00.000000+01:00;740;22730;82;54
2021-01-05T06:45:00.000000+01:00;343;12910;82;59
2021-01-05T07:00:00.000000+01:00;710;23870;82;56
2021-01-05T07:15:00.000000+01:00;645;19370;83;54
2021-01-05T07:30:00.000000+01:00;797;26500;82;56
2021-01-05T07:45:00.000000+01:00;452;25240;73;57
2021-01-05T08:00:00.000000+01:00;697;26390;77;54
2021-01-05T08:15:00.000000+01:00;662;28330;77;57
2021-01-05T08:30:00.000000+01:00;800;27330;81;56
2021-01-05T08:45:00.000000+01:00;695;24440;82;57
2021-01-05T09:00:00.000000+01:00;327;12780;82;60
2021-01-05T09:15:00.000000+01:00;643;20510;82;55
2021-01-05T09:30:00.000000+01:00;688;22530;82;56
2021-01-05T09:45:00.000000+01:00;587;20250;82;57
2021-01-05T10:00:00.000000+01:00;837;26620;82;55
2021-01-05T10:15:00.000000+01:00;599;22010;82;58
2021-01-05T10:30:00.000000+01:00;625;19780;82;54
2021-01-05T10:45:00.000000+01:00;561;20790;82;58
2021-01-05T11:00:00.000000+01:00;648;22500;82;57
2021-01-05T11:15:00.000000+01:00;304;21410;72;59
2021-01-05T11:30:00.000000+01:00;670;27920;78;57
2021-01-05T11:45:00.000000+01:00;714;26810;79;56
2021-01-05T12:00:00.000000+01:00;709;23670;82;56
2021-01-05T12:15:00.000000+01:00;627;22470;82;58
2021-01-05T12:30:00.000000+01:00;509;19010;82;59
2021-01-05T12:45:00.000000+01:00;658;21550;82;56
2021-01-05T13:00:00.000000+01:00;594;19830;82;56
2021-01-05T13:15:00.000000+01:00;830;23690;82;52
2021-01-05T13:30:00.000000+01:00;395;12890;83;56
2021-01-05T13:45:00.000000+01:00;312;10620;82;56
2021-01-05T14:00:00.000000+01:00;687;22640;82;56
2021-01-05T14:15:00.000000+01:00;728;20960;82;52
2021-01-05T14:30:00.000000+01:00;716;22090;82;54
2021-01-05T14:45:00.000000+01:00;581;18480;82;54
2021-01-05T15:00:00.000000+01:00;567;18450;82;56
2021-01-05T15:15:00.000000+01:00;400;13010;83;56
2021-01-05T15:30:00.000000+01:00;464;13080;83;52
2021-01-05T15:45:00.000000+01:00;833;25610;82;54
2021-01-05T16:00:00.000000+01:00;401;13050;81;54
2021-01-05T16:15:00.000000+01:00;791;23460;83;53
2021-01-05T16:30:00.000000+01:00;386;21420;69;53
2021-01-05T16:45:00.000000+01:00;689;26240;75;52
2021-01-05T17:00:00.000000+01:00;662;24060;76;52
2021-01-05T17:15:00.000000+01:00;813;25460;80;53
2021-01-05T17:30:00.000000+01:00;949;28830;82;54
2021-01-05T17:45:00.000000+01:00;706;22650;82;55
2021-01-05T18:00:00.000000+01:00;832;26660;82;55
2021-01-05T18:15:00.000000+01:00;610;20880;83;57
2021-01-05T18:30:00.000000+01:00;697;21980;82;55
2021-01-05T18:45:00.000000+01:00;885;26230;82;53
2021-01-05T19:00:00.000000+01:00;499;23760;73;54
2021-01-05T19:15:00.000000+01:00;740;27720;76;53
2021-01-05T19:30:00.000000+01:00;624;25160;77;56
2021-01-05T19:45:00.000000+01:00;905;27880;81;53
2021-01-05T20:00:00.000000+01:00;545;18900;82;57
2021-01-05T20:15:00.000000+01:00;747;23660;82;55
2021-01-05T20:30:00.000000+01:00;814;25350;82;54
2021-01-05T20:45:00.000000+01:00;540;18980;82;58
2021-01-05T21:00:00.000000+01:00;714;22230;83;54
2021-01-05T21:15:00.000000+01:00;717;21360;83;53
2021-01-05T21:30:00.000000+01:00;623;23150;82;59
2021-01-05T21:45:00.000000+01:00;571;23480;82;61
2021-01-05T22:00:00.000000+01:00;697;22850;83;56
2021-01-05T22:15:00.000000+01:00;449;23380;73;56
2021-01-05T22:30:00.000000+01:00;590;24290;78;57
2021-01-05T22:45:00.000000+01:00;643;24690;78;55
2021-01-05T23:00:00.000000+01:00;582;24130;80;59
2021-01-05T23:15:00.000000+01:00;670;22750;82;56
2021-01-05T23:30:00.000000+01:00;649;20560;83;55
2021-01-05T23:45:00.000000+01:00;789;24690;82;54
2021-01-06T00:00:00.000000+01:00;664;21830;82;56
2021-01-06T00:15:00.000000+01:00;397;13160;81;55
